,Organisation Name,City,County,Type & Rating,Route
52983,Silxo Limited,London,,Worker (A rating),Skilled Worker
52987,SimCorp Limited,London,,Worker (A rating),Skilled Worker
52988,SimCorp Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52993,Simfoni Analytics Ltd,London,,Worker (A rating),Skilled Worker
52994,SimilarWeb UK Limited,London,,Worker (A rating),Skilled Worker
52996,Simit Sarayi UK Holding Limited,London,,Worker (A rating),Skilled Worker
52997,Simit Sarayi UK Holding Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53002,Simmons & Simmons LLP,London,,Worker (A rating),Skilled Worker
53003,Simmons & Simmons LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53004,Simmons & Simmons LLP,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
53005,Simmons Gainsford LLP,London,,Worker (A rating),Skilled Worker
53013,Simon Friend Entertainment Limited,London,,Temporary Worker (A rating),Creative Worker
53014,Simon Lee Gallery Ltd,London,,Worker (A rating),Skilled Worker
53017,Simon-Kucher & Partners Strategy & Marketing Consultants,London,,Worker (A rating),Skilled Worker
53018,Simon-Kucher & Partners Strategy & Marketing Consultants,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53022,Simple Energy Limited,London,,Worker (A rating),Skilled Worker
53023,Simple Machines EMEA Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53024,Simple Machines EMEA Limited,London,,Worker (A rating),Skilled Worker
53026,Simpleshow UK Ltd,London,,Worker (A rating),Skilled Worker
53027,Simpleshow UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53028,Simplestream LTD,London,,Worker (A rating),Skilled Worker
53029,SimpleX Chat Ltd,London,,Worker (A rating),Skilled Worker
53032,Simplified Loader Ltd,London,,Worker (A rating),Skilled Worker
53057,Simpson Spence Young,London,,Worker (A rating),Skilled Worker
53058,Simpson Spence Young,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53070,Simudyne Limited,London,,Worker (A rating),Skilled Worker
53076,Sinch UK Ltd,London,,Worker (A rating),Skilled Worker
53077,Sinch UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53086,Sinfonietta Productions Ltd (trading as London Sinfonietta),London,,Worker (A rating),Skilled Worker
53087,Sinfonietta Productions Ltd (trading as London Sinfonietta),London,,Temporary Worker (A rating),Creative Worker
53090,Singapore Airlines Limited,London,,Worker (A rating),Skilled Worker
53092,Singapore Economic Development Board,London,,Temporary Worker (A rating),International Agreement
53093,Singapore Exchange Limited,London,,Worker (A rating),Skilled Worker
53094,Singapore Exchange Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53096,Singapore Tourism Board,London,,Temporary Worker (A rating),International Agreement
53097,Singapore Tourism Board,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53107,Singhs Builders (London) Limited,London,Greater London,Worker (A rating),Skilled Worker
53112,Singletrack,London,London,Worker (A rating),Skilled Worker
53113,Singular Systems UK Limited t/a Singular Systems,London,,Worker (A rating),Skilled Worker
53114,Singular Systems UK Limited t/a Singular Systems,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53117,Sinochem (United Kingdom) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53118,Sinochem (United Kingdom) Ltd,London,,Worker (A rating),Skilled Worker
53119,Sinochem International Oil (London) Co Limited,London,,Worker (A rating),Skilled Worker
53120,Sinochem International Oil (London) Co Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53121,Sinoledge Limited,London,,Worker (A rating),Skilled Worker
53122,Sinolingua London Limited,London,,Worker (A rating),Skilled Worker
53123,Sinolingua London Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53124,Sinolingua London Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
53125,Sinomax International Ltd,London,London,Worker (A rating),Skilled Worker
53128,Sinopec Century Bright Capital Investment (UK) Limited,London,,Worker (A rating),Skilled Worker
53129,Sinopec Century Bright Capital Investment (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53130,Sinosure,London,,Worker (A rating),Skilled Worker
53131,Sinosure,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53132,Sintec UK Limited,London,Park Royal,Worker (A rating),Skilled Worker
53133,Sintec UK Limited,London,Park Royal,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53139,SIONIC GLOBAL (CDL) LIMITED T/A SIONIC,London,,Worker (A rating),Skilled Worker
53140,SIONIC GLOBAL (CDL) LIMITED T/A SIONIC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53143,Sipral UK Ltd,London,GB,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53144,Sir Frank Lowe,London,,Worker (A rating),International Sportsperson
53145,Sir George Monoux College,London,,Worker (A rating),Skilled Worker
53151,SIRAF ASSOCIATES LIMITED,London,,Worker (A rating),Skilled Worker
53152,SIRE HOLDINGS LIMITED,London,,Worker (A rating),Skilled Worker
53154,Sirens Design Limited,London,London,Worker (A rating),Skilled Worker
53170,Sirius-Aero UK Ltd,London,,Worker (A rating),Skilled Worker
53171,Sirkka Networks Ltd,London,,Worker (A rating),Skilled Worker
53185,Sisbanco Limited,London,,Worker (A rating),Skilled Worker
53186,Sisense UK Limited,London,,Worker (A rating),Skilled Worker
53187,Sisense UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53193,Sisley UK Limited,London,,Worker (A rating),Skilled Worker
53198,Sister Jane UK Ltd.,London,,Worker (A rating),Skilled Worker
53199,Sisters Grimm Limited,London,,Temporary Worker (A rating),Creative Worker
53200,Sisters Hospitallers of the Sacred Heart of Jesus,London,,Worker (A rating),Skilled Worker
53201,Sisters Hospitallers of the Sacred Heart of Jesus,London,,Temporary Worker (A rating),Religious Worker
53202,Sisters Hospitallers of the Sacred Heart of Jesus,London,,Worker (A rating),Tier 2 Ministers of Religion
53203,Sisters Limited,London,,Worker (A rating),Skilled Worker
53208,Sisters of Christ,London,,Worker (A rating),Tier 2 Ministers of Religion
53209,Sisters of Christ,London,,Temporary Worker (A rating),Religious Worker
53210,Sisters of Nazareth,London,,Worker (A rating),Tier 2 Ministers of Religion
53211,Sisters of Nazareth,London,,Temporary Worker (A rating),Religious Worker
53216,Sisters of the Holy Family of Bordeaux,London,,Worker (A rating),Tier 2 Ministers of Religion
53217,Sisters of the Holy Family of Bordeaux,London,,Worker (A rating),Skilled Worker
53218,Sisters of the Holy Family of Bordeaux,London,,Temporary Worker (A rating),Religious Worker
53219,Sisters of the Holy Family of Bordeaux,London,,Temporary Worker (A rating),Charity Worker
53222,Sister,London,,Worker (A rating),Skilled Worker
53223,Sister,London,,Temporary Worker (A rating),Creative Worker
53232,Sitecore UK Ltd.,London,,Worker (A rating),Skilled Worker
53233,Sitecore UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53235,Siteimprove Limited,London,,Worker (A rating),Skilled Worker
53238,SiteMinder Distribution Limited,London,,Worker (A rating),Skilled Worker
53239,SiteMinder Distribution Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53240,Sitetracker UK Limited,London,,Worker (A rating),Skilled Worker
53241,Sitetracker UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53243,Sittampalam Kathiravel T/A Costles Food & Wine,London,,Worker (A rating),Skilled Worker
53247,Situs Asset Management Ltd,London,,Worker (A rating),Skilled Worker
53253,Sivananda Yoga Vedanta Centre,London,,Worker (A rating),Tier 2 Ministers of Religion
53254,Sivananda Yoga Vedanta Centre,London,,Temporary Worker (A rating),Religious Worker
53261,Six Cheers Ltd trading as The Bedford,London,,Worker (A rating),Skilled Worker
53265,SIX Financial Information UK Ltd,London,London,Worker (A rating),Skilled Worker
53266,SIX Financial Information UK Ltd,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53267,SIX Financial Information UK Ltd,London,London,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
53268,Six Italian Food Ltd trading as L'Antica Pizzeria Da Michele,London,,Worker (A rating),Skilled Worker
53269,Six Physio Limited,London,,Worker (A rating),Skilled Worker
53270,Six Physio Ltd,London,,Worker (A rating),Skilled Worker
53271,Six Stars Events Ltd,London,,Temporary Worker (A rating),Creative Worker
53275,Sixteen Films Limited,London,,Temporary Worker (A rating),Creative Worker
53277,Sixteenth Limited,London,,Worker (A rating),Skilled Worker
53278,Sixth Street Europe LLP,London,,Worker (A rating),Skilled Worker
53279,Sixth Street Europe LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53296,SK Energy Europe Ltd,London,,Worker (A rating),Skilled Worker
53297,SK Energy Europe Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53309,SK Legal & Security Limited,London,,Worker (A rating),Skilled Worker
53315,"Skadden,Arps,Slate,Meagher & Flom (UK) LLP",London,,Worker (A rating),Skilled Worker
53316,"Skadden,Arps,Slate,Meagher & Flom (UK) LLP",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53317,"Skadden,Arps,Slate,Meagher & Flom (UK) LLP",London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
53322,SKAT Logistics Ltd,London,,Worker (A rating),Skilled Worker
53323,SKATAX LTD.,London,,Worker (A rating),Skilled Worker
53325,SKC Services Ltd,London,,Worker (A rating),Skilled Worker
53327,SKE Engineering Limited,London,,Worker (A rating),Skilled Worker
53335,Skewd Kitchen,London,,Worker (A rating),Skilled Worker
53341,Skidmore Owings & Merrill (Europe) LLP,London,,Worker (A rating),Skilled Worker
53342,Skidmore Owings & Merrill (Europe) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53346,Skillcapital LLP,London,,Worker (A rating),Skilled Worker
53347,Skillcapital LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53348,Skillcare Limited,London,,Worker (A rating),Skilled Worker
53351,Skillmine Technology Consulting Ltd,London,,Worker (A rating),Skilled Worker
53352,Skillmine Technology Consulting Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53355,SKILLS ALLIANCE (PHARMA) LTD,London,,Worker (A rating),Skilled Worker
53357,Skillstream Ltd,London,,Worker (A rating),Skilled Worker
53359,Skim It Ltd,London,,Worker (A rating),Skilled Worker
53360,SKIM London Ltd.,London,,Worker (A rating),Skilled Worker
53361,SKIM London Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53362,Skimbit Ltd,London,,Worker (A rating),Skilled Worker
53363,Skimbit Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53364,Skin Analytics,London,,Worker (A rating),Skilled Worker
53369,Skinfluencer Ltd,London,London,Worker (A rating),Skilled Worker
53374,SKO SYSTEMS LTD,London,,Worker (A rating),Skilled Worker
53376,Skonto Plan UK Ltd,London,,Worker (A rating),Skilled Worker
53380,SKRAP Ltd,London,,Worker (A rating),Skilled Worker
53381,Skrill Ltd.,London,,Worker (A rating),Skilled Worker
53382,Skrill Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53387,SKT YEK Ltd,London,,Worker (A rating),Skilled Worker
53390,Sky British Enterprises Ltd,London,,Worker (A rating),Skilled Worker
53395,Sky Star Eight Limited,London,,Worker (A rating),Skilled Worker
53400,Skybound Capital UK Ltd,London,,Worker (A rating),Skilled Worker
53401,Skybound Capital UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53403,Skybourne Travels Ltd,London,London,Worker (A rating),Skilled Worker
53405,Sky-Drones Technologies Ltd,London,,Worker (A rating),Skilled Worker
53407,Skye Blue Productions Ltd,London,,Worker (A rating),Skilled Worker
53408,Skye Blue Productions Ltd,London,,Temporary Worker (A rating),Creative Worker
53413,Skylake Management LLP,London,,Worker (A rating),Skilled Worker
53414,Skylark Hospitality (Covent Garden) Ltd T/A Fatt Pundit,London,,Worker (A rating),Skilled Worker
53424,Sky-Link Management Ltd,London,,Worker (A rating),Skilled Worker
53440,Skywire Ltd,London,,Worker (A rating),Skilled Worker
53443,SL Foods Ltd,London,,Worker (A rating),Skilled Worker
53451,Slalom Consulting Limited,London,,Worker (A rating),Skilled Worker
53452,Slalom Consulting Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53454,SLAMcore Limited,London,,Worker (A rating),Skilled Worker
53456,Slate Asset Management (Europe) Limited,London,,Worker (A rating),Skilled Worker
53457,Slate Asset Management (Europe) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53460,Slaughter and May,London,,Worker (A rating),Skilled Worker
53461,Slaughter and May,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53462,Slaughter and May,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
53463,Slayers Bay Ltd,London,London,Temporary Worker (A rating),Creative Worker
53472,Sleeptex Limited,London,,Worker (A rating),Skilled Worker
53474,Slerp Limited,London,,Worker (A rating),Skilled Worker
53480,SlideGenius,London,,Worker (A rating),Skilled Worker
53481,SlideGenius,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53484,Slig Law LLP,London,,Worker (A rating),Skilled Worker
53489,SLK UK Private Limited,London,,Worker (A rating),Skilled Worker
53490,SLK UK Private Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53493,Sloane (Services) Ltd,London,,Worker (A rating),Skilled Worker
53495,SLOANE PARK WEST LIMITED,London,,Worker (A rating),Skilled Worker
53497,S-LOGIBIS UK LTD,London,Middlesex,Worker (A rating),Skilled Worker
53513,SM Funding Ltd,London,,Worker (A rating),Skilled Worker
53521,SMAA Developments Limited,London,,Worker (A rating),Skilled Worker
53525,SMACKS HAMBURGERS LIMITED,London,,Worker (A rating),Skilled Worker
53526,Small Axe Communications Ltd,London,,Worker (A rating),Skilled Worker
53528,Small Beer Brew Co. Ltd,London,,Worker (A rating),Skilled Worker
53530,Small Luxury Hotels of the World Management Limited,London,,Worker (A rating),Skilled Worker
53533,Small World Financial Services Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
53534,Small World Financial Services Group Limited,London,,Worker (A rating),Skilled Worker
53539,Smarkets Limited,London,,Worker (A rating),Skilled Worker
53552,Smart ENG LTD,London,,Worker (A rating),Skilled Worker
53557,Smart Heating Maintenance Limited,London,,Worker (A rating),Skilled Worker
53558,Smart Home Design and Construction Ltd,London,,Worker (A rating),Skilled Worker
